item,itemLabel,startDate,endDate
Q5724797,Henry Lee Hau Shik,1957-08-31,1959-08-22
Q2391961,Tan Siew Sin,1959-08-22,1974-04-08
Q529391,Hussein Onn,1974,1976
Q7699810,Tengku Razaleigh Hamzah,1976,1984
Q787441,Daim Zainuddin,1984-07-14,1991-03-15
Q299574,Anwar Ibrahim,1991-03-15,1998-09-02
Q181383,Mahathir Mohamad,1998-09-02,1999-01-07
Q6155600,Mustapa Mohamed,1998-09-02,1999-12-14
Q787441,Daim Zainuddin,1999-01-07,2001-05-31
Q181383,Mahathir Mohamad,2001-06-05,2003-11-02
Q6127705,Jamaluddin Jarjis,2002-11-20,2004-03-26
Q272588,Abdullah Ahmad Badawi,2003-11-03,2008-09-23
Q7050030,Nor Mohamed Yakcop,2004-03-27,2009-04-09
Q57675,Najib Razak,2008-09-23,2018-05-09
Q4695341,Ahmad Husni Hanadzlah,2009-04-10,2016-06-27
Q17708813,Johari Abdul Ghani,2016-06-27,2018-05-09
Q707164,Lim Guan Eng,2018-05-21,2020-02-24
Q8064320,Tengku Zafrul Aziz,2020-03-10,
